ID_Localidades;Localidades;ID_Provincias
10986;LOS SORIA;22
10987;PUESTO DEL MEDIO;22
10988;AHI VEREMOS;22
10989;BAJO HONDO;22
10990;PALMITAS;22
10991;PALOS QUEMADOS;22
10992;JUMIALITO;22
10993;EL CARMEN;22
10994;GUAYCURU;22
10995;PALMITA DE GEREZ;22
10996;SAN JOSE;22
10997;SAN FELIPE;22
10998;EL PUENTE;22
10999;QUISHCA;22
11000;HUYAMAMPA;22
11001;RIACHUELO;7
11002;SAN CAYETANO;7
11003;SAN RAMON;7
11004;SAN JUAN TADEO;7
11005;EL MANANTIAL;6
11006;PIEDRA BLANCA;6
11007;ALTAUTINA;6
11008;LA CORTADERA;6
11009;PACHANGO;6
11010;TASNA;6
11011;LAGUNAS VERDES;6
11012;QUEBRACHO SOLO;6
11013;LAS OSCURAS;6
11014;LA COCHA;6
11015;VILLA RAFAEL BENEGAS;6
11016;SANTA TERESITA;6
11017;SANTA CATALINA;6
11018;EL VOLCAN;6
11019;LA CONCEPCION;6
11020;SAN MARTIN;6
11021;MUSSI;6
11022;EL PONIENTE;6
11023;LOS CERROS;6
11024;LOS ESPINILLOS;6
11025;SEGUNDA USINA;6
11026;CASAS;21
11027;CAMPO CRAVERO;21
11028;TAPIALES;1
11029;CIUDAD EVITA;1
11030;GREGORIO DE LAFERRERE;1
11031;RAMOS MEJIA;1
11032;LA TABLADA;1
11033;ALDO BONZI;1
11034;VIRREY DEL PINO;1
11035;VILLA LUZURIAGA;1
11036;ISIDRO CASANOVA;1
11037;RAFAEL CASTILLO;1
11038;VILLA EDUARDO MADERO;1
11039;SAN JUSTO;1
11040;20 DE JUNIO;1
11041;GONZALEZ CATAN;1
11042;LOMAS DEL MIRADOR;1
11043;COLONIA EL PARAISO;8
11044;ALDEA SANTA CELIA;8
11045;ALDEA SAN ANTONIO;8
11046;PUENTE LAVAYEN;10
11047;SAUCE GUACHO;10
11048;SANTA CLARA;10
11049;ARROYO BARU;8
11050;COLONIA IZQUIERDO;8
11051;COLONIA SAN JUAN;22
11052;PLANTA DE SANDIA;19
11053;RINCON DEL CARMEN;19
11054;GUANACO PAMPA;19
11055;LA RAMADA;19
11056;SAN VICENTE;19
11057;CABEZA DE NOVILLO;19
11058;OJO DE AGUA;19
11059;SAN ISIDRO;19
11060;MANANTIAL;19
11061;BARRANCA ALTA;19
11062;PIEDRA BOLA;19
11063;CONLARA;19
11064;EL PARAGUAY;19
11065;LA TOTORA;19
11066;LA COCHA;19
11067;CASA DE LOS TIGRES;19
11068;EL VALLE;19
11069;POTRERILLO;19
11070;LOS COMEDEROS;19
11071;LA HUERTA;19
11072;SAN FERNANDO;19
11073;MESILLA DEL CURA;19
11074;PUERTA COLORADA;19
11075;PUERTO LEONI;14
11076;VILLA AKERMAN;14
11077;COLONIA FLORA;14
11078;PUERTO MINERAL;14
11079;CARCARANA;21
11080;ARROYO CEIBAL;21
11081;CAMPO SAGER;21
11082;DISTRITO COSTA URUGUAY NORTE;8
11083;LA CIENAGA;10
11084;SANSANA;10
11085;SANSANA NORTE;10
11086;PUEBLO VIEJO;10
11087;LA QUIACA;10
11088;TAFNA;10
11089;LA CANDELARIA;17
11090;SAN ANTONIO;17
11091;SAN PEDRO DE ARANDA;17
11092;CEIBAL;17
11093;SIERRA COLORADA;16
11094;NUEVA ESPERANZA;24
11095;TAFICILLO;24
11096;VILLA SOL DE MAYO;21
11097;CHAPUY;21
11098;ESTANCIA LA FLORIDA;21
11099;LOGRONO;21
11100;LAS NORIAS;21
11101;INDEPENDENCIA;21
11102;LOVENTUE;11
11103;MINA 9 DE OCTUBRE;10
11104;CARAHUNCO;10
11105;LAS ESCALERAS;10
11106;PALPALA;10
11107;EL REMATE;10
11108;EL BRETE;10
11109;CENTRO FORESTAL;10
11110;EL ALGARROBAL;10
11111;RIO BLANCO;10
11112;EL PONGO;10
11113;LOS BLANCOS;10
11114;EL CUCHO;10
11115;BETBEDER;8
11116;HIPOLITO YRIGOYEN;14
11117;HELVECIA;14
11118;EL TAPIALITO;21
11119;LAS GARZAS;21
11120;ISLA GUAYCURU;21
11121;EL PALMAR;21
11122;DIEZ DE MAYO;4
11123;LOTE 39;4
11124;FORTIN LAVALLE;4
11125;PUERTO LAVALLE;4
11126;COLONIA EL ALAZAN;4
11127;BERLIN;4
11128;VILLA RIO BERMEJITO;4
11129;EL CRUCE;4
11130;COSTASACATE;6
11131;BREA POZO;22
11132;ROBILLARD CUE PUERTO ESPERANZA;14
11133;PUERTO SEGUNDO;14
11134;ESPERANZA;14
11135;CELMAN;14
11136;PUESTO COLORADO;1
11137;PUEBLITOS;1
11138;PANELO;1
11139;SANTIAGO GARBARINI;1
11140;LUCAS MONTEVERDE;1
11141;EL MATE;1
11142;NORBERTO DE LA RIESTRA;1
11143;SOLACHE;1
11144;GOBERNADOR UGARTE;1
11145;SAN RAMON;1
11146;ARAUJO;1
11147;ANDERSON;1
11148;SAN MARCELO;1
11149;MAMAGUITA;1
11150;ERNESTINA;1
11151;VALDES;1
11152;LA TRIBU CHICA;1
11153;DEL VALLE;1
11154;AGUSTIN MOSCONI;1
11155;FORTIN MULITAS;1
11156;EL CLAVO;1
11157;HUETEL;1
11158;VILLA MARTA;1
11159;SAN ENRIQUE;1
11160;LA LLOSA Y EL MATE;1
11161;LA CANTORA;1
11162;BAUDRIX;1
11163;LA PALMA;1
11164;EL CHIMBORAZO;1
11165;ISLAS;1
11166;25 DE MAYO;1
11167;EL SOSIEGO;1
11168;PEDERNALES;1
11169;MARTIN BERRAONDO;1
11170;LAS MERCEDES;1
11171;COLONIA SAN EUGENIO;6
11172;COLONIA SANTA CLARA;6
11173;RUIZ DIAZ DE GUZMAN;6
11174;COLONIA SANTA ROSA;6
11175;ESTANCIA LA MARGARITA;6
11176;VIVERO;6
11177;COLONIA LA PROVIDENCIA;6
11178;FRAY CAYETANO RODRIGUEZ;6
11179;ESTANCIA LA EMILIA;6
11180;CAMPO AMPURDAN;6
11181;LA RAMADA;6
11182;COLONIA FABRICA N° 3;6
11183;COLONIA SANTA ANA;6
11184;COLONIA EL GUANACO;6
11185;COLONIA SANTA CRISTINA;6
11186;GUARDIA VIEJA;6
11187;COLONIA SAN MIGUEL;6
11188;SALGUERO;6
11189;LAS TRES COLONIAS UNIDAS;6
11190;EST. EL PARAISO;6
11191;COLONIA EL ARBOL;6
11192;LA AMALIA;6
11193;COLONIA EL NOY;6
11194;LAGUNA DEL MONTE;6
11195;SACO VIEJO;16
11196;SAN ANTONIO OESTE;16
11197;PUERTO SAN ANTONIO ESTE;16
11198;ESTACION EMPALME;16
11199;LOS ALAMOS;16
11200;EL CADILLAL;24
11201;VILLA CLARA;8
11202;COSTA DEL RIO AZUL;16
11203;CUESTA DEL TERNERO;16
11204;LOS REPOLLOS;16
11205;MALLIN AHOGADO;16
11206;TRES PUENTES ARRIBA;16
11207;EL BOLSON;16
11208;ARROYO QUEMQUEMTREU;16
11209;MISION TIERRAS FISCALES;17
11210;LA GRANADA;17
11211;SANTA FE;17
11212;TABACO CIMARRON;17
11213;LA MINA;17
11214;SENDA HACHADA;17
11215;LA QUENA;17
11216;PADRE LOZANO;17
11217;SAN MARTIN;17
11218;LA FORTUNA;17
11219;EL QUEMADO;17
11220;EL SURI;17
11221;MONTE CARMELO;17
11222;VILLA NUEVA;17
11223;MONTE SECO;17
11224;SAN ESTEBAN;17
11225;TUCUMANCITO;17
11226;POZO BRAVO;17
11227;LA ISLA;17
11228;POMPEYA;17
11229;MISION CHAQUENA;17
11230;CAMPICHUELO;17
11231;LUNA MUERTA;17
11232;EL ESPINILLO;17
11233;LA SOLEDAD;17
11234;DRAGONES;17
11235;EL MELONAR;17
11236;EL CARMEN;17
11237;PALO SANTO;17
11238;AGUA BLANCA;17
11239;LA FLORIDA;17
11240;LAS YANAS;17
11241;LA EMBOSCADA;17
11242;LAS PAVAS;17
11243;TARTAGALITO;17
11244;POZO DEL MACHO;17
11245;ROSARIO;17
11246;EMBARCACION;17
11247;SANTILLAN;17
11248;CARBONCITO;17
11249;EL TAJAMAR;17
11250;AGUA LINDA;17
11251;EL CHIVIL;17
11252;MEDIA LUNA;17
11253;HICKMAN;17
11254;EL SAUCE;17
11255;ARROYITO;6
11256;LA CURVA;6
11257;EL FUERTECITO;6
11258;LAS TAPIAS;6
11259;COLONIA LIBERTAD;7
11260;PARADA ACUNA;7
11261;ESTACION LIBERTAD;7
11262;COMANDANTE FONTANA;9
11263;EL MATADERO;9
11264;LA REDUCCION;24
11265;SAN RAFAEL;24
11266;LULES;24
11267;EL CEIBAL;24
11268;POTRERO GRANDE;24
11269;TECOTEX;24
11270;LA BOLSA;24
11271;COLONIA GENERAL ROCA;8
11272;LAGUNA DE ANSENUZA;6
11273;LOMAS DEL TROZO;6
11274;LA PARA;6
11275;PAPAGAYOS;19
11276;EL RECUERDO;19
11277;CONHELO;11
11278;RUEDA;21
11279;AREA CINTURON ECOLOGICO;1
11280;GERLI;1
11281;SARANDI;1
11282;WILDE;1
11283;CRUCESITA;1
11284;PINEYRO;1
11285;AVELLANEDA;1
11286;DOCK SUD;1
11287;VILLA DOMINICO;1
11288;PUEBLO FERRE;8
11289;ESTACION YERUA;8
11290;LA CANDELARIA;6
11291;CRUZ DE CANA;6
11292;CHANARITOS N° 2;6
11293;EL AMANECER;1
11294;LA DELIA;1
11295;ARROYO BURGOS;1
11296;SAN FRANCISCO;1
11297;LA BRANQUEADA;1
11298;EL NACIONAL;1
11299;MONTE LAVALLE;1
11300;LAS SARITAS;1
11301;LA LUISA;1
11302;LA NELIDA;1
11303;VINA;1
11304;TODD;1
11305;ARRECIFES;1
11306;EL CONTADOR;1
11307;BRISAS ALEGRES;1
11308;CASARES;22
11309;EL OMBU;8
11310;NUEVA LEHMANN;21
11311;LEHMANN;21
11312;CAMPO GIACOSSA;21
11313;EL PERAL;22
11314;SAN DIONISIO;22
11315;CODO VIEJO;22
11316;TASIGASTA;22
11317;LOMITAS;22
11318;COLLERA HUARCANA;22
11319;PALOMA;22
11320;SIMBOL POZO;22
11321;JUMI POZO;22
11322;PUESTO DEL ROSARIO;22
11323;EL DORADO;22
11324;BREA LOMA;22
11325;EL PERU;22
11326;LOS TOLOZOS;22
11327;SOCONCHO;22
11328;PUERTA GRANDE;22
11329;LOS PERALTAS;22
11330;ANCOCHA;22
11331;GUANACO SOMBRIANA;22
11332;VENTURA PAMPA;22
11333;SAUCIOJ;22
11334;CHILCA LA LOMA;22
11335;SANTA ISABEL;22
11336;TALA CANADA;6
11337;TALA CANADA;6
11338;SAGRADA FAMILIA;6
11339;RUMI HUASI;6
11340;CIENAGA DEL CORO;6
11341;PIEDRAS AMONTONADAS;6
11342;LA MESILLA;6
11343;SAUCE GRANDE;6
11344;RARA FORTUNA;6
11345;EL BRILLANTE;8
11346;SAN JOSE;8
11347;PERUCHO VERNA;8
11348;EL COLORADO;8
11349;CANADA DEL UCLE;21
11350;AGUA SALADA;24
11351;LOS HERRERA;24
11352;EL CARMEN;24
11353;YALAPA;24
11354;LOS BRITOS;24
11355;MONTE BELLO;24
11356;PUESTO CHICO;24
11357;LOS DIAZ;24
11358;CARANCHO POZO;24
11359;LA FLORIDA;24
11360;EL GUARDAMONTE;24
11361;CAMPO AZUL;24
11362;LOS PUESTOS;24
11363;LA ENCRUCIJADA;24
11364;MOLLE POZO;24
11365;SAUCE VIEJO;21
11366;VILLA ADELINA;21
11367;VALLE DE ANISACATE;6
11368;AGUA BLANCA;10
11369;SALADILLO;10
11370;LECHERONAL;10
11371;RETIRO;10
11372;LA QUINTA;10
11373;EL PALMAR;10
11374;EL PIQUETE;10
11375;BELLA ITALIA;21
11376;TRES LAGOS;20
11377;ALDEA MARIA LUISA;8
11378;PUEBLO MUNOZ;21
11379;ESTANCIA LAS AVES;21
11380;LA HOSCA;21
11381;CAMPO BARONI;21
11382;DESVIO KM 213;21
11383;COLONIA DONA MARIANA;21
11384;EL AROMAL;21
11385;CALCHAQUI;21
11386;ESTANCIA SAN PEDRO;21
11387;SAN WENDELINO;21
11388;SAN JERONIMO NORTE;21
11389;OLAETA;6
11390;SAN ANTONIO DE ARREDONDO;6
11391;SANTA ROSA;6
11392;SAN ANTONIO;6
11393;LAS JARILLAS;6
11394;EL CHURQUI;24
11395;VILLA BELGRANO;24
11396;TALAMUYO;24
11397;GENERAL ALVEAR;8
11398;SANTA ROSA DE CALCHINES;21
11399;LOS ZAPALLOS;21
11400;LAS CORTADERAS;17
11401;OVEJERIA;17
11402;AMBLAYO;17
11403;PALO PINTADO;17
11404;SAN LUCAS;17
11405;RUMIARCO;17
11406;PAYOGASTILLA;17
11407;RIO SALADO;17
11408;SAN FELIPE;17
11409;SAN RAFAEL;17
11410;LAS BARRANCAS;17
11411;SAN CARLOS;17
11412;SALADILLO;17
11413;ISONZA;17
11414;CHUNA HUASI;6
11415;RODEITO;6
11416;TOMAS M. ANCHORENA;11
11417;ROLON;11
11418;HIDALGO;11
11419;PASO DE INDIOS;5
11420;SAN ANTONIO DE LITIN;6
11421;COLONIA HUGUES;8
11422;COLONIA PASO PAYSANDU;8
11423;COLON;8
11424;EL CHURRASCO;19
11425;CONCARAN;19
11426;EL SIFON;19
11427;EL SAUCE;19
11428;TELEN;11
11429;LA LOMA;1
11430;LAPRIDA;1
11431;TRES CARDOS;1
11432;PUEBLO NUEVO;1
11433;LAS HERMANAS;1
11434;VOLUNTAD;1
11435;COLONIA ARTALEJOS;1
11436;SANTA ELENA;1
11437;LA SALADA;1
11438;PUEBLO SAN JORGE;1
11439;ACHALAY;1
11440;LA TIGRA;1
11441;LA FLORENTINA;1
11442;LA ROTONDA;1
11443;ARROYO HONDO;8
11444;SAN MIGUEL DE TUCUMAN;24
11445;CALABACILLA;8
11446;COLONIA YERUA;8
11447;ESTANCIA GRANDE;8
11448;DIEGO DE ALVEAR;21
11449;BELTRAN;22
11450;LOS JACINTOS;1
11451;ARCE HERMANOS;1
11452;EL SAUCE;1
11453;SABBI;1
11454;VELLOSO;1
11455;CROTTO;1
11456;EL COMBATE;1
11457;SAN BERNARDO;1
11458;EL TUYUTI;1
11459;LA PALOMA;1
11460;CAMPODONICO;1
11461;YERBAS;1
11462;EL CASTELLANO;1
11463;LA PROTEGIDA;1
11464;EUFEMIO UBALLES;1
11465;EL MIRADOR;1
11466;ALTONA;1
11467;EL RETIRO;1
11468;QUINTAS DE TAPALQUE;1
11469;TAPALQUE;1
11470;SANTA MARTA;1
11471;SANTA ROSA;1
11472;COVELLO;1
11473;PICADA FILANDESA;14
11474;SAN MARTIN;14
11475;PAMPA DE AGNIA;5
11476;COSTA DEL GUALJAINA;5
11477;PIEDRA PARADA;5
11478;EL TRIANGULO;1
11479;FELIPE SOLA;1
11480;ESTELA;1
11481;RIVADEO;1
11482;LA ROSALIA;1
11483;VIBORAS;1
11484;BORDENAVE;1
11485;LA ANGELITA;1
11486;VILLA CASTELAR;1
11487;EL CARDAL;1
11488;SAN GERMAN;1
11489;GENERAL RONDEAU;1
11490;17 DE AGOSTO;1
11491;ARROYO SECO;1
11492;VILLA IRIS;1
11493;PUAN;1
11494;AZOPARDO;1
11495;TRES CUERVOS;1
11496;DARREGUEIRA;1
11497;LOPEZ LECUBE;1
11498;VILLA MIRASOL;11
11499;LA PUMA;11
11500;EL ARENAL;22
11501;PUESTO DE CASTRO;6
11502;PUERTO LAS CUEVAS;8
11503;DISTRITO DOLL;8
11504;LUJAN;19
11505;CAMPO VASALLE;8
11506;ALDEA ASUNCION;8
11507;DISTRITO JACINTA;8
11508;LA AGUADA;10
11509;PIEDRA NEGRA;10
11510;SOL DE MAYO;10
11511;MINA BELGICA;10
11512;RODEO;10
11513;CERRILLOS;10
11514;LA INTERMEDIA;10
11515;CHOCOITE;10
11516;PASAJES;10
11517;ABRA COLORADA;10
11518;PUMAHUASI;10
11519;PULPERA;10
11520;PUNTA DEL AGUA;10
11521;MONTE LENA;6
11522;LAS TRAMPAS;17
11523;LOS RASTROJITOS;17
11524;TALAPAMPA;17
11525;LAS CURTIEMBRES;17
11526;LA VINA;17
11527;LAS LECHUZAS;17
11528;EL CHURQUI;17
11529;AMPASCACHI;17
11530;EL INFIERNILLO;17
11531;ENTRE RIOS;17
11532;ALEMANIA;17
11533;LAS TACANAS;17
11534;LA ENCRUCIJADA;17
11535;FINCA SAN NICOLAS;17
11536;LAS ABRITAS;17
11537;PACARA;24
11538;BANDA DEL RIO SALI;24
11539;PACARA PINTADO;24
11540;LASTENIA;24
11541;FIRMAT;21
11542;COLONIA LOS TROJES;21
11543;VILLA SARMIENTO;6
11544;LOS RIOS;24
11545;INGENIO SANTA BARBARA;24
11546;SANTA ROSA;24
11547;EL TUSCAL;24
11548;COLONIA SANTA BARBARA;24
11549;SAN MIGUEL;24
11550;AGUILARES;24
11551;MONTE REDONDO;24
11552;TRES MOJONES OESTE;4
11553;TRES MOJONES ESTE;4
11554;VENADOS GRANDES;4
11555;ESTANCIA EL AGUARAY;4
11556;COLONIA CABEZA DE TIGRE;4
11557;CHOROTIS;4
11558;TRES MOJONES;4
11559;BARRIO UNION;16
11560;GENERAL FERNANDEZ ORO;16
11561;BARRIO COSTA LINDA;16
11562;BARRIO ISLA 10;16
11563;LA TIPA;24
11564;EL RODEO;24
11565;LOS SARMIENTOS;24
11566;POZO DEL CARRIL;19
11567;CIUDAD DE LA PUNTA;19
11568;BUEN PASTO;5
11569;BARRIO UNION;16
11570;CHIMPAY;16
11571;COLONIA SANTA GREGORIA;16
11572;SOL DE JULIO;22
11573;SAN GOTARDO;14
11574;CAPIOVI;14
11575;EL PORVENIR;14
11576;BARRANQUERITAS;7
11577;SAN JUAN LOMA;7
11578;LORETO;7
11579;ARROYO BALMACEDA;7
11580;BASTIDORES;7
11581;CASA GRANDE;6
11582;VILLA VALERIA;6
11583;INVERNADA CHICA;14
11584;INVERNADA DE ITACARUARE;14
11585;ITACARUARE;14
11586;LA ARROCERA;14
11587;HUINCA RENANCO;6
11588;COLONIA DORA;22
11589;DISTRITO CUCHILLA;8
11590;EL ATAJITO;4
11591;ISLA DEL CERRITO;4
11592;BELLA VISTA;20
11593;PUENTE BLANCO;20
11594;LAS HORQUETAS;20
11595;ESTANCIA LAS VEGAS;20
11596;OCHO HERMANOS;20
11597;CERRO LEON;20
11598;GAYPON;20
11599;LA ESPERANZA;20
11600;ESTANCIA GLENCROSS;20
11601;CANCHA CARRERA;20
11602;LE MARCHAND;20
11603;ESTANCIA EL CONDOR;20
11604;PUERTO COIG;20
11605;LOTE FISCAL 16;4
11606;LOMA ALTA;4
11607;GUAYCURU;4
11608;LAS ROSAS;4
11609;CABRAL CUE;4
11610;SAN CARLOS;4
11611;GENERAL VEDIA;4
11612;TACUARI;4
11613;EL RETIRO;4
11614;CONA NIYEU;16
11615;LA ESPERANZA;6
11616;EL VENCE;6
11617;BAJO HONDO;6
11618;LAS MARAVILLAS;6
11619;LAS ARRIAS;6
11620;VILLA ROULET;14
11621;ELDORADO;14
11622;PUERTO PINARES;14
11623;LOTE 11;4
11624;LA CUCHILLA;4
11625;LOTE 12;4
11626;LA TIGRA;4
11627;RUTA NACIONAL 5 KM 502;1
11628;LA PUA;1
11629;ESTACION LA CAUTIVA;1
11630;PELLEGRINI;1
11631;DE BARY;1
11632;BOCAYUVA;1
11633;PEHUELCHES;1
11634;COLONIA SARMIENTO;1
11635;ZONA RURAL DE PELLEGRINI;1
11636;LAS TRES MARIAS;1
11637;COLPES;3
11638;LA PERLA;3
11639;ZAPICRUZ;3
11640;GUANACO YACO;3
11641;LAS CASITAS;3
11642;EL POTRERO DE SAUJIL;3
11643;RINCON;3
11644;SIJAN;3
11645;PIPANACO;3
11646;SAN MIGUEL;3
11647;TUCUMANAO;3
11648;SAUJIL;3
11649;MADERERA SAN ANTONIO;3
11650;JOYANGO;3
11651;SAN JOSE DE COLPES;3
11652;EDUARDO CASTEX;11
11653;COLONIA LA RAQUEL;11
11654;BOEUF;11
11655;LOS BULACIOS;24
11656;ESTACION ESTACAS;8
11657;CUATRO BOCAS;8
11658;RIO SECO;24
11659;CANADA ESCOBAR;22
11660;PHILLIPS;13
11661;ALTO VERDE;13
11662;JUNIN;13
11663;ALGARROBO GRANDE;13
11664;RODRIGUEZ PENA;13
11665;MEDRANO;13
11666;LOS BARRIALES;13
11667;MUNDO NUEVO;13
11668;INGENIERO GIAGNONI;13
11669;TRES ESQUINAS;13
11670;LA COLONIA;13
11671;PARAISO;14
11672;CRUCE CABALLERO;14
11673;PICADA MARIA AUXILIADORA;14
11674;SAN PEDRO;14
11675;ALEGRIA;14
11676;GENTILE;14
11677;PALMERA BOCA;14
11678;VILLA DON BOSCO;14
11679;SANTA ROSA;14
11680;COLONIA PRIMAVERA;14
11681;BELLO HORIZONTE;14
11682;RIO YABOTY;14
11683;TIRICA;14
11684;PINALITO SUR;14
11685;TOBUNA;14
11686;MACACA;14
11687;NUEVA ESPERANZA BERNARDO IRIGOYEN;14
11688;ASTER;14
11689;LAS MINAS;14
11690;SAN JERONIMO;19
11691;LA CAMILA;21
11692;CAMPO ORONO;21
11693;CASTELAR;21
11694;EL PEDACITO;6
11695;VILLA DEL TOTORAL;6
11696;VILLA FUTALAUFQUEN;5
11697;ESQUEL;5
11698;RIO PERCEY;5
11699;NAHUEL PAN;5
11700;SANTA MARIA;7
11701;ESTANCIA SAN CARLOS;7
11702;AGUAPEY;7
11703;TRES CERROS;7
11704;LOMA ALTA;7
11705;ALEN CUE;7
11706;SAN GABRIEL;7
11707;EL OREJANO;7
11708;EL CHAQUITO;7
11709;LA HORQUETA;7
11710;COSTA GUAVIRAVI;7
11711;BLANCO CUE;7
11712;HORQUETA DE GUAVIRAVI;7
11713;YACARE;7
11714;ISOQUI;7
11715;LA CRUZ;7
11716;MERLO;19
11717;CERRO DE ORO;19
11718;CURTIEMBRE;8
11719;PUEBLO GENERAL SAN MARTIN;8
11720;COLONIA SAN MARTIN;8
11721;COLONIA SEDNA;8
11722;LUIS BELTRAN;16
11723;LA RAMADA;17
11724;CABEZA DE BUEY;17
11725;COBOS;17
11726;BETANIA;17
11727;CAMPO SANTO;17
11728;LA MAZA;6
11729;EL RODEO;6
11730;PATQUIA VIEJO;12
11731;LA MESADA;12
11732;AMANA;12
11733;LA TORRE;12
11734;PATQUIA;12
11735;LOS COLORADOS;12
11736;PAGANZO;12
11737;AGUANGO;12
11738;REPRESA DE LA PUNTA;12
11739;LOS BALDECITOS;12
11740;BALDE SAN ISIDRO;12
11741;EL CHIFLON;12
11742;SANTA ELENA;8
11743;CORDOBA;6
11744;LA FLORESTA;6
11745;VILLA LA QUEBRADA;6
11746;VILLA ESQUIU;6
11747;EL GATEADO;6
11748;CORONEL OLMEDO;6
11749;JARDIN ARENALES;6
11750;LOS QUEBRACHOS;6
11751;DISTRITO FELICIANO;8
11752;ESTANCIA SAN JUAN;8
11753;ESTACAS;8
11754;EL SALADO;8
11755;LOS TALAS;8
11756;MONTIEL;8
11757;COLONIA MAXIMO CASTRO;8
11758;EST. EL TIGRE;8
11759;PASO TELEGRAFO;8
11760;ESTANCIA SANTA INES;8
11761;POZUELOS;10
11762;GUAYATAYOC;10
11763;MINA PAN DE AZUCAR;10
11764;RINCONADA;10
11765;SANTO DOMINGO;10
11766;CASA COLORADA;10
11767;LAGUNA LARGA;10
11768;RAMADAS;10
11769;NAZARENO;10
11770;CARAHUASI;10
11771;SOLDINI;21
11772;EL SOLAR;8
11773;COLONIA SAN CARLOS;8
11774;COLONIA BERTOZI;8
11775;COLONIA LA PROVIDENCIA;8
11776;ANDACOLLO;15
11777;LA PRIMAVERA;15
11778;HUARACO;15
11779;LA BOCA DEL RIO;6
11780;JOSE DE LA QUINTANA;6
11781;VILLA SAN ISIDRO  JOSE DE LA QUINTANA;6
11782;COLONIA LOS SAUCES;8
11783;BOVRIL;8
11784;SANTA VERA CRUZ;12
11785;PINCHAS;12
11786;ISMIANGO;12
11787;ANJULLON;12
11788;AGUA BLANCA;12
11789;LOS MOLINOS;12
11790;SANTA CRUZ;12
11791;AMINGA;12
11792;CHUQUIS;12
11793;SAN PEDRO;12
11794;ANILLACO;12
11795;FREYRE;6
11796;GAN GAN;5
11797;YACIMIENTOS RIO TURBIO;20
11798;EL SACRIFICIO;24
11799;LA INVERNADA;24
11800;ALTO DEL PUESTO;24
11801;EL NOGAL;24
11802;LA SALVACION;24
11803;CERRO SIETE SAN ANTONIO;14
11804;ALEGRIA;14
11805;AZOPARDO;14
11806;SAN ANTONIO;14
11807;PINALITO NORTE;14
11808;EL CENTRAL SAN ANTONIO;14
11809;VILLA UNION;14
11810;PARAJE 130;14
11811;CAMPO ALEGRE;14
11812;SARACURA SAN ANTONIO;14
11813;BARBACUA SAN ANTONIO;14
11814;LOS ARADITOS;19
11815;SUYUQUE NUEVO;19
11816;BUEN ORDEN;19
11817;HUALTARAN;19
11818;EL DIVISADERO;19
11819;LAS LAGUNITAS;19
11820;LOS RAMBLONES;19
11821;EL PEDERNAL;19
11822;EL BARRIAL;19
11823;EL JARILLAL;19
11824;SAN GREGORIO;19
11825;EL RECODO;19
11826;SAN PEDRO;19
11827;POZO DEL TALA;19
11828;REPRESA DEL CARMEN;19
11829;SANTA ROSA DEL GIGANTE;19
11830;LOMAS BLANCAS;19
11831;LA AGUADA;19
11832;ESTANCIA DE AMIEVA;19
11833;EL TALA;19
11834;LOS MOLLES;19
11835;EL ESPINILLO;19
11836;SAN ANTONIO;19
11837;EL MOLLE;19
11838;POZO CAVADO;19
11839;EL PARAISO;19
11840;CABEZA DE VACA;19
11841;BELLA ESTANCIA;19
11842;SANTA RITA;19
11843;EL RAMBLON;19
11844;NARANJO ESQUINO;19
11845;TORO NEGRO;19
11846;ARBOL SOLO;19
11847;EL MILAGRO;19
11848;EL RETAMAL;19
11849;ALCORTA;21
11850;OLIVEROS;21
11851;VILLA LA RIVERA  OLIVEROS;21
11852;LAS PLAYAS;19
11853;TALITA;19
11854;LARROQUE;8
11855;SAN EDUARDO;7
11856;CAPITA MINI;7
11857;CUENCA;7
11858;FELIPE YOFRE;7
11859;CASA DE PIEDRA;11
11860;SAMPACHO;6
11861;SAN CARLOS SUD;21
11862;MONTE DEL TORDILLO;1
11863;DOLORES;1
11864;LAS MARGARITAS;1
11865;LOS SAUQUITOS;1
11866;LA SELVA;1
11867;LA VASCA;1
11868;EST. PANELO;1
11869;SOL DE MAYO;1
11870;AL VER VERAS;1
11871;DOS TALAS;1
11872;SEVIGNE;1
11873;LOMAS DE SALOMON;1
11874;LOMA DE ROLDAN;1
11875;LAS TRES ESQUINAS;8
11876;POTRERO DE LOS FUNES;19
11877;LAVALLE;22
11878;LOS NUNEZ;22
11879;LAZZARINO;21
11880;MENDIOLAZA;6
11881;LA TORDILLA;6
11882;LAURENCENA;8
11883;ASCENSION;1
11884;ESTACION ARENALES;1
11885;FERRE;1
11886;ARRIBENOS;1
11887;COLONIA SAN MARTIN;1
11888;LA TRINIDAD;1
11889;GENERAL ARENALES;1
11890;CAMPO ALVEAR;1
11891;LA PINTA;1
11892;HAM;1
11893;DESVIO KM 95;1
11894;COLONIA LAS MERCEDES;1
11895;DELGADO;1
11896;SANTA ANA;1
11897;LA ANGELITA;1
11898;EL MOGOTE;18
11899;VILLA OBSERVATORIO;18
11900;VILLA PAULA ALBARRACIN;18
11901;VILLA UNION;18
11902;VILLA SARMIENTO;18
11903;CHIMBAS;18
11904;BARRIO PARQUE IDUSTRIAL;18
11905;VILLA OBRERA;18
11906;BARRIO PARQUE INDEPENDENCIA;18
11907;RODEO GRANDE;6
11908;TOSNO;6
11909;RIO SECO;6
11910;EL ZAPALLAR;24
11911;EL MISTOL;24
11912;EL PARAISO;24
11913;LA CHILCA;24
